,store_name,cmt,time_cmt,category
9261,Thế Giới Tàu Hũ - Trần Đình Xu,"Tàu hủ thập cẩm ngon
Quán cũng dễ tìm, từ Võ Văn Kiệt quẹo vào thì quán nằm bên tay phải. Không gian khá đầu tư về mặt trang trí, nhiều góc chụp sống ảo, dễ thương. Nhân viên vui vẻ, làm món khá là nhanh, hộp mang về được seal cẩn thận, nước đá để riêng.
Menu chủ yếu là tàu hủ với đủ thứ loại topping, mình gọi 1 phần tàu hủ thập cẩm mang về, giá là 24k. Đậu hủ mềm, thơm béo vị đậu nành, topping tá lả đủ thứ luôn, có khoai môn, trân châu, rau câu,... Một ly cũng khá là nhiều, ăn hơi bị no luôn á.",15/12/2018 21:30,
8660,Bánh Mì PewPew - Út Tịch,"Không như mong đợi
Hôm nay, mình có order 2 phần combo bánh mì bò tiêu đen + khoai kén + sữa bắp (do ăn vội nên mình quên mất việc chụp hình).
Nhận xét về: 
- Bánh mì: bánh mì khá cứng và cực kì khô, không có một tí nước sốt hoặc vị tiêu đen nào. Kiểu bên trong quét tí sốt mayo, tí pate, bỏ bò vs cà chua dưa leo vào là xong, ko có gì đặc biệt và xuất sắc
Note: Khẩu vị mình là người miền Nam, thích ăn bánh mì có nhiều nước sốt, rau nên khi ăn bánh mì pewpew thì thấy khá thất vọng
- Khoai kén: nhiều dầu, ko có gì đặc sắc
- Sữa bắp: cũng khá ok
- Giá cả: mình order now trên aps shopee, giá là 40.5k/ 1 phần (gồm bánh mì, khoai và nước) thì cũng hợp lý. Tuy nhiên với phần bánh mì và khoai (nhận xét ở trên) thì thấy ko đáng.
---> có tiếp tục quay lại hay không? Chắc là không, vì mì không thích kiểu bánh mì khô khan, nhạt nhẽo như vậy.
Xem thêm",24/09/2019 16:31,
10182,Há Cảo - Phá Lấu Bò Marie Curie,"Nhiệt tình dễ thương
Bữa này mình ghé hơi trễ. Hơn 9g xíu. Qán sắp đóng cửa. Đồ ăn thì có món còn có món hết. 
Hận nhất là tính ăn panna cotta. Định ăn xog r kêu. K ngờ có cặp kia mua mão hết 3 ly cuối lun :)). Biết v kêu từ đầu 
Vị vẫn ngon như v. Phá lấu k hôi. Nêm nếm vừa miệng. Đặ biệt mì xào phá lấu thơm bơ cực kì
Há cảo cũng ngon. Kêu 1 phần mì cá viên mà cá viên ứ hự. Chất lượng dễ sợ
Chú bán nhiệt tình dễ thương gê luôn ak. Nc vs chú vui cực kì. 
Chắc chắn sẽ quay lại",8/03/2018 3:12,
2531,Ốc Quỳnh - Nhiêu Tứ,"3 người - 350k - 5 món
🦪 Về phần ăn
* Hiệp 1: Sò huyết mỡ hành (40k) và Ốc***nàng (50k), nêm nếm ăn khá ngon, cả hai món đều có con bị thúi, sò huyết cảm giác ít >> 1.5d
* Hiệp 2: Hàu nướng mỡ hành, mình nhớ khoảng 20-30/con, ăn khá ngon và đã món này >> 2d
* Hiệp 3: Mì xào ốc mỡ (70k) và Mì xào móng tay(55k), ăn vẫn ngon nhưng có điều cả 2 là phần lớn và 2 dắt, nhưng mang ra thì ít xỉn 3 người ăn chả thấm thía tẹo nào. Không biết dắt ở đây tính như thế nào chứ 2 gói mì bth là mình thấy khá nhiều r đó nhưng tiếc thay, 2 dắt ở đây ~ 1 gói mì cho phần mì xào 70k là khá ít. Ốc móng tay trong mì xào được 4 con, ăn đều thấy chưa được làm sạch có sạn cát bên trong >> 1d
🧭 Vị trí: Đi Phan Xích Long thì quẹo cây xăng Hoa Sứ, Đi***thì quẹo Trần Kế Sương >> 1.5d
👤 Phục vụ: Lịch sự, vui vẻ >> 2d
Xem thêm",3/1/2021 21:52,Lẩu Nướng
8187,Dookki Việt Nam - Lẩu & Buffet Tokpokki - Vạn Hạnh Mall,"Quá tệ, không nhiệt tình
Đi từ chi nhánh khác sang chi nhánh này vẫn thất vọng tràn trề. Cùng một chủ với lotte mà chất lượng tệ đều như nhau. Rau rửa kg sạch, quá bẩn và kém vệ sinh. Bạn phục vụ và bạn thu ngân nói chuyện như đuổi khách. Chủ thì cứ ok kg sao, bênh nhân viên và thái độ với khách. Ưu tiên khách nhóm mặc dù để khách đi 2 người đợi trước đó 40ph rồi mà vẫn cho khách nhóm vào trước. Bạn kg tin thì cứ thử đến sẽ hiểu tệ cỡ nào. Thiếu chuyên nghiệp và thiếu trách nhiệm.",5/05/2019 21:57,Lẩu Nướng
8130,Dookki Việt Nam - Lẩu & Buffet Tokpokki - Vạn Hạnh Mall,"CÓ 1 SỰ HL KO HỀ NHẸ NƠI ĐÂY
CHƯA ĐI ĂN DOOKKI ĐÂU ĐỊNH ĐI LÊN XEM THỬ BÌNH LUẬN KHEN LẪN CHÊ TẤY CẢ CÁC CHI NHÁNH TRÊN FOODY THÌ THẤY 1 "" HIỆN TƯỢNG LẠ"" AI CHÊ 1 CÁI LÀ BỊ VÀI NGƯỜI VÀO CHỬI . CHẮC ĐANG HOT NÊN NHIỀU FAN HAY NHÂN VIÊN HOẠT ĐỘNG MẠNH LẮM ĐÂY. THÔI THÌ CỨ NGHIỆP TIẾP ĐI SAU NÀY QUẢ BÁO ĐẾN, BYE BYE :) TỪ KHI NÀO NGÀNH DV KO ĐC CÓ Ý KIẾN CHÊ BAI NHỈ?",28/12/2019 23:37,Lẩu Nướng
3434,Tiến Hải Quán - Bún Đậu Mắm Tôm Hà Nội,"Tiến Hải Quán - Bún Đậu Mắm Tôm Hà Nội
Bún đậu mắm tôm ăn ngon, vị mắm tôm khá ok, quán đông quá là đông, đi đến phải đợi bàn. Nhân viên phục vụ khá tốt. Sẽ quay lại.",10/8/2019 22:54,Lẩu Nướng
4122,Alifood Corner - Chung Cư Ngô Gia Tự,"Alifoodcorner - Chung Cư Ngô Gia Tự
mình uống toàn size đại 😅 
Trà sữa truyền thống ( hơi nhạt ) , trân châu x2 , pudding
Sương sáo đen là của ở nhà mình bỏ vô ( mình thích ss đen nên tủ lạnh ở nhà lúc nào cũng có sẵn ) còn Ali chỉ bán sương sáo trắng thôi

Trân châu ok , pudding ok , trà sữa lạt không ngon ( chắc do mình uống trà sữa thái cam Ali ngọt quen rồi )",18/3/2018 15:21,
13362,The LOG Restaurant,"The LOG Restaurant
Không gian phải nói là siêu lãng mạn luôn, phục vụ phải nói là rất chu đáo và ân cần, nhạc nhẹ rất ấm cúng. Lối đi cho đến nhà hàng đều rất sang trọng.
Mình có 1 buổi tiệc kỷ niệm ở đây trọn vẹn, thức ăn phong phú nhưng phải gọi là xuất sắc thì ko, đồ ăn tạm được thôi, vị ko quá nổi bật. So với giá như vậy thì tương đối là ổn rồi. Lần tới mình sẽ ghé Lotte, nikko hoặc chill thì đồ ăn ngon xuất sắc hơn",8/09/2017 0:05,Lẩu Nướng
3732,Lẩu Bò Tí Chuột,"Lẩu Bò Tí Chuột
Quán lẩu bò quen thuộc của team mình mỗi khi liên hoan hay họp mặt. Ăn gì ăn cũng kêu 1 phần lẩu bò cho ấm bụng. Ăn kèm bánh phở khá ngon nhưng kêu thêm là hết sạch, đành ăn tạm mì gói (cũng ok). Giá chấp nhận được, gần trung tâm cũng như chỗ làm. Gửi xe tốn phí 5k/ chiếc.",7/11/2018 23:17,Âu
4185,Alifood Corner - Chung Cư Ngô Gia Tự,"Sẽ cân nhắc quay lại!?
Mình qua ali mua 2 li thái xanh tc trắng và li thái cam mochi mà quá là dở và ít tct so với những nơi mình từng uống như tatuyetngan hay themilkteaguy luôn 
Mochi cũng không ngon của mình toàn mochi đậu đỏ không ngon như lời đồn
Quán không có máy lạnh nhưng dnay trang trí cũng được
Gà tokbokki thì khá đắt và k ngon lắm ( theo ý kiến của mình ) chỉ là ali hay cập nhật nhiều loại thạch, quảng cáo ins rầm rộ, chứ chất lượng thì bt",31/12/2016 18:52,Cơm
1982,Busan Korean Food - Món Hàn Quốc - Đinh Tiên Hoàng,"Busan Korean Food - Món Hàn Quốc - Đinh Tiên Hoàng
Sáng nay mình nghé hơi vắng khách , nhưng now mang về thì quá Nhìu , nhiều hơn khách nữa , 
đồ a nay quá lâu , nhưng giá cả hợp lí, xin KC và nước thêm ko tính tiền nữa , NV nhiệt tình, Vui.",5/1/2019 1:06,
14722,Saigon Cafe - Sheraton Saigon Hotel & Towers,"Buffet Quốc Tế khá ổn
Được mời đi ăn buffet bên này, cảm thấy cuộc đời thật tươi đẹp <3
First impression là thấy mọi thứ khá ổn, các gian và đồ ăn được sắp xếp hợp lý (ít nhất là đối với đối tượng ăn buffet tốn nhiều như mình ^^) Các quầy có nhân viên phục vụ khá nice, chế biến cũng ổn. 
Về đồ ăn, ngoài quầy bánh và tráng miệng mình không có hứng thú, vì có bạn đảm nhận phần tráng miệng rồi, còn lại các quầy thịt, hải sản, sushi... đều đã đảo qua nhưng mình có cảm tình hơn các quầy hải sản nha. Mức độ tươi và ngon đều hơn các quầy thịt nhé các mẹ :) Nhân viên sẽ hỏi mình muốn ăn gì, như nào, định lượng như nào... các bạn ấy chế biến khá lẹ và mang tới bàn cho mình luôn. Khá nice!
Sang quầy thịt thì chúng mình nhớ thử Gan ngỗng nhé các mẹ, nên hỏi các bạn phục vụ xem nên chọn sốt nào nha, vì nhiều khi lựa không đúng loại sốt thì ăn cũng hơi bị kì ^^
Tráng miệng ngoài bánh ra có cả kem, các loại chè... nhưng highly recommend bánh nhé các mẹ, em thấy ăn bánh bên này ổn hơn nhiều bên buffet ngoài á, cũng đa dạng, đặc biệt là các bánh cheese nha. 
Nói chung ăn xong cũng vui nhiều nên mình sẽ để điểm cao nhaaaa
Xem thêm",14/12/2016 18:54,Âu
3798,Sentosa Food - Cháo Ếch Singapore - Phan Tây Hồ,".....
Nằm ngay khu ăn uống Phan xích long.
Mình rất thích cái vị nêm ếch ở đây hicccc đúng gu lun
Mình hay đặt ship đến 2 người dùng 3 ếch 2 cháo là oke ( có mã giảm là cở gần 100k) á không dùng cháo thì quán có bán bánh mì nè.
Must try.",22/4/2019 18:18,Lẩu Nướng
3144,No.96 - Quán 96 Lẩu & Nướng,"No.96 - Quán 96 Lẩu & Nướng
📍Quán nằm khúc VVT 1 chiều.
Gửi xe cạnh quán, 5k/chiếc.

Hnay mình đến quán k đặt bàn trước, đi 2ng tầm 7h kém.
Và mình ngồi chờ 20’ hơn k có bàn nên đi chỗ khác. Quán đông, ok mình có thể ngồi chờ nhưng cách các bạn nv làm việc khiến mình k bao giờ có ý định quay lại quán nữa 🙄

Mình vô cùng lúc với 2 3 nhóm khách khác, có nhóm đặt bàn rồi, có nhóm chưa. Nhưng mà các nhóm khách trên đều có chỗ. Thậm chí có vài nhóm khách sau mình vẫn có chỗ trước dù đến sau vì là nhóm đi đông 🙄🙄 

Khi mình thắc mắc với nv, nv chỉ trả lời do những nhóm trên đã đặt bàn. Nhưng lúc mình ngồi chờ, nghe cách nv hỏi chuyện với khách là biết khách đó đặt bàn hay chưa rồi. Mình hỏi lại lần 2, nv quán vẫn kêu ngta đặt bàn rồi 😂 ủa mình có tai nghe mình biết chứ các bạn? 

Nếu thấy khách chờ lâu quá, nv cũng nên chủ động lại hỏi khách có thể chờ đc nữa k, hoặc xin lỗi khách vì quán đông hay ntn đó. Nhưng không :)) Mình đứng lên về nhưng vẫn k có 1 ai lại xin lỗi hay gì cả 😂 dù ở đó có cả nv lẫn 1 bạn áo đen cầm ipad k biết chủ quán hay quản lý. 

Thế thôi, quán mất đi 2 người khách cũng k sao.
Mình thì cũng k thiết tha những chỗ dịch vụ tệ vậy. Dù có rẻ, ngon cỡ nào nhưng dịch vụ như vậy đối với mình là k chấp nhận được.
Xem thêm",12/9/2018 0:24,Lẩu Nướng
13761,Lẩu Nấm Thiên Nhiên Ashima - Tú Xương,"Lẩu Nấm Thiên Nhiên Ashima - Tú Xương
Vừa đi ăn với 2 người bạn về xong. Phải nói trên cả tuyệt vời luôn.
Nước lẩu thanh ngọt, nấm và đồ nhúng lẩu tươi khỏi bàn. Không gian quán sang trọng, ấm cúng. Đặc biệt là mấy cô phục vụ dễ thương, chuyên nghiệp hết sức. Vừa bước vào nhà hàng là được chào đón như thượng đế v. Còn khi ngồi vào bàn thì ôi thôi, không đụng bất cứ thứ gì hết chỉ cầm muỗng đũa lên ăn thôi. Thiếu điều muốn dâng tới miệng thôi ))). Tác phong mấy cô nv phục vụ thì chuyên nghiệp, niềm nở. 
CHẮC CHẮN SẼ QUAY LẠI. XỨNG ĐÁNG 5 SAO",19/12/2018 15:21,Âu
3122,No.96 - Quán 96 Lẩu & Nướng,"No.96 - Quán 96 Lẩu & Nướng
Hai lần mình đi buổi tối đều quá đông. Không gian lại không to, thành ra kín người cả dưới lầu và trên lầu. Giá vừa phải.
Lẩu riêu cua thập cẩm: bình thường.
Gà chiên nước mắm: đậm đà, nhưng gà hơi nạc.
Lòng gà trứng non cháy tỏi: khá ngon.
Mực sữa chiên nước mắm: bình thường.
Có lẽ vì phải phục vụ liên tay, các bạn phục vụ trông có vẻ mệt và liên tục quên đưa phần nước cho bọn mình.
Xem thêm",27/12/2018 21:48,Cơm
2802,TacoLeo - Ẩm Thực Mexico - Hồ Hảo Hớn,"Giá bình dân, rất hợp lý
1 năm mấy mình mới ăn lại quán này. Chất lượng ổn định, menu thay đổi nên mất 5 phút mình mới ra gọi món. Quán có vẽ bức tường bên ngoài khá dễ thương.
Đến giờ vẫn thấy giá món Mễ ở đây ổn nhất so với mấy quán khác. Menu cực nhiều món. Nhân viên vẫn dễ thương. Có điều quán vẫn khá vắng, mình thấy toàn người nước ngoài. Có mình mình là người Việt. Cũng đỡ nhờ vắng mà đợi món ko bị lâu. Soda ở đây ngon, giá cũng ổn.
Nên ăn thử nacho và quesadilla, 2 món best seller. Mình cũng hay ăn taco, có nhiều loại rau và salad nên ăn không ngán.",13/6/2019 18:41,Buffet
3326,Gà Rán Popeyes - Điện Biên Phủ,"Gà nước mắm
Đặt thử về nhà ăn 1 phần thấy gà ở đây khá là ngon 2 đùi gà bự thêm 1 chai nước và1 bánh 
Bánh thì không ngon lắm nhưng bù lại gà rất nóng và ngon rất hợp khẩu vị với mình
Sẽ ăn ở đây lâu dài.",11/5/2019 17:55,Cơm
12071,Bánh Tráng Nướng C002 - Đinh Tiên Hoàng,"Trời mưa, Bánh tráng nướng !
Mình gọi 4 phần bánh tráng rải đều menu là Phan Rang, Giòn, Dẻo:
- Bánh tráng Phan Rang cuốn trứng + nem chua, mắm ruốc pha loãng hơi mặn chan vào ăn ngon nhưng do mùi trứng át mất nem chua nên nem không khác xúc xích!
- Bánh tráng giòn trứng, khô bò bánh to, khô bò rải đều ăn chung nước me siêu ngon, nóng hổi lúc trời mưa, tip nên trộn nước me và tương ớt đều rồi chấm ăn sẽ ngon hơn. Recommend nên ăn Trứng Phômai Khô bò (Số 35), tại mình gọi dẻo phô mai lát nữa nên quyết định không gọi nhiều phô mai.
- Bánh tráng dẻo phô mai gà, siêu ngon, cay cay, sốt nóng phỏng mỏ, HOT CAUTION nhen, bạn nào ăn ham trong nhóm thì không cho nó cầm kéo cắt miếng bự, ăn chảy nước mắt luôn đó. Mình đi ăn hầu hết các quán, cầm kéo cắt bánh tráng thì sốt sẽ tràn ra, C002 do bánh tráng dẻo + nước me làm sốt không xịt nhiều trong nhân quá nên không bị tràn. Bánh tráng dẻo không nên gọi dẻo trứng vì bánh tráng mềm xèo không dẻo dai đặc trưng vốn có của bánh tráng dẻo.
- Cú chót Dẻo thập cẩm phô mai gà xé thịt bằm trứng cút (tên như dài như tên khủng long, nên xin phép gọi là số 54). Do nhiều nguyên liệu quá nên dầy gấp đôi cái Phô mai gà, cắt thì xịt tùm lum cũng đúng thôi thánh thần nào mà không tràn do trứng cút, heo bằm, gà + sốt me vô mà. Siêu ngon !!!
Nhận order + Thanh toán siêu nhanh. Có điều góp ý quán nên bố trí 1 nhân viên pha nước riêng thôi, do ăn khô và cay hay khát nước mà mấy bạn quên hay không làm kịp nước mà nước uống lúc nào ăn xong 3 món đầu mới có !!!!
Xem thêm",27/08/2017 12:22,Bánh Tráng
5476,Parkview Buffet - New World Saigon Hotel,"Buffet ngon nhất trong số những lần từng ăn
Buffet trưa ở Park View mình ăn khá nhiều lần nhưng chưa lần nào thấy ngon như lần này. 1 phần cũng có lẽ là do mình xuống sớm do meeting kết thúc sớm.
Mình thích soup cua nhưng măng tây hơi già và xác, nêm nếm ngon. Hôm nay có thêm pasta và mì hoành thánh. order pasta với sốt kem nấm và mì hoành thánh xá xíu ăn tuyệt vời.
Sushi ngon. Hải sản ko ngon như mọi lần, tôm hơi bở ko dai, nghêu để nguội khá tanh.
Tuy vậy tráng miệng thị tuyệt vời, bánh ngọt, kem và panna cotta siêu ngon <3
Nói chung đã có 1 bữa trưa rất là thỏa mãn :))",13/09/2014 14:38,Âu
11051,Hẻm Ăn Vặt 76 Hai Bà Trưng,"Lần đầu ghé
Giữa 1 chiều tháng 2 được bạn chở ra đây ăn . Do gần Tết nên hàng quán nghỉ nhiều , không rộn ràng . Tụi mình chọn bò né , giá 30k/ phần , có kèm thêm bánh mì , ăn cũng được chứ không đến nỗi xuất sắc gì . Nước thì mình uống sâm dứa sữa cho hạp chất đường phố , bạn mình thì trà tắc . Chỗ này có bàn như foodcourt trong siêu thị í , bưng đồ ăn ra là thu tiền liền . Gửi xe thì dồn trong phía sau (do bạn chở nên không rõ có tốn tiền không) .",1/05/2018 3:23,Lẩu Nướng
10845,Quán Bánh Căn Đà Lạt & Bánh Ướt Lòng Gà,"Quán Bánh Căn Đà Lạt & Bánh Ướt Lòng Gà
🥚Vị trí: Trong hẻm khá nhỏ, quán cũng hơi chật.

🥚Không gian: Bị hầm.

🥚Thức ăn:
+ Bánh căn trứng cút: Ngon, tựa Đà Lạt luôn vậy.
+ Bánh căn trứng gà: Cũng ok.
+ Chén xíu mại: Cục xíu mại kích thước vừa phải, ăn vs 1 dĩa vầy là đủ no.
+ Sữa chua: Quán ra sữa chua trước nên mình kh kịp chụp. Vị cũng bth thoo chứ kh đặc biệt mấy.

🥚Giá cả: Khá rẻ.

🥚Nhân viên: Nhanh lẹ.
Xem thêm",14/10/2019 17:34,
4662,Quán Ụt Ụt - Barbecue & Beer - Võ Văn Kiệt,"Ụt Ụt Quán - Barbecue & Beer - Võ Văn Kiệt
Ngon",6/12/2017 1:28,Bò
3899,Góc Đà Lạt - Ăn Vặt & Bánh Tráng Nướng,"Perfect
Mình thường hay ăn tại quán nhưng hnay mình mua mang về. Ăn ở đay tuy lâu roi nhưng quên review, hnay nhớ sẵn có dịp rview cho quán. Tuy mua mang ve nhưng bánh van rất ngon và giòn như lúc ms ra, nhân viên thì nhiệt tình, có 2 a nướng bánh đẹp trai, bánh được đóng gọi lại kỹ càng, giá cả đi đôi vs chất lượng rất hợp lý. Chắc chắn sẽ quay lại.",28/12/2018 19:15,Lẩu Nướng
12552,Morico - Contemporary Japanese Lifestyle - Vincom Center,"Góc xinh, Parfait siêu ngon siêu đỉnh 🍧
Ăn no xong mình đi dạo cùng mẹ để kiếm Morico, vì đã lâu ko đi nên nay nhìn Morico thật khác, lối vào xinh xắn, dễ thương. Mình chỉ dùng dessert thôi nên xin ngồi ngay góc cửa kính nvien oke. Gọi 1 ly kem mè vs bánh waffle, 1 Houjicha Parfait khá lý tưởng để thưởng thức dessert sau bữa trưa đã căng đầy.
Parfait lần này thì ăn thấy lớp kem, pudding vs sâm hay rong biển gì đó thì oke hơn lớp thạch rau câu ở đáy ly. Vị có hơi ngọt xíu nhưng mấy topping thì hài hòa, pudding thơm mềm, whipping béo mịn rất ưng ý. Vì còn giờ trưa (tầm 2-3h chiều) nên khách vô chủ yếu ăn món mặn nhiều nên mình cũng hơi ngại 🤣
View lối đi nhưng không đông đúc như các khu khác, bình yên và thật sự giống một Little Tokyo thu nhỏ 💮
Xem thêm",21/06/2020 18:18,
11780,Ốc Tuyết - Dương Bá Trạc,"Ốc Tuyết
Vài điều cảm nhận sau khi ghé quán vào tối ngày hôm qua 26/11.

Mình và 1 người bạn đến đó lúc 7h15. Đầu tiền cảm thấy rất đông và không còn chỗ. Vội vàng đi lấy mẫu để đặt món....Sau đó thì cũng tìm được 1 chỗ ngồi trong nhà.

Đợi chờ mãi không thấy người đến để đặt món. Cuối cùng cũng thấy 1 bạn bồi bàn đến, bạn mình nhanh nhẫu kêu. Nhận được cái "" ừ"" rồi sau đó là ừ ừ.....đến hơn 20 phút sau vẫn ko thấy ai ngó ngàn gì. Cuối cùng cũng có người đến order món.....

Sự thật là đi 2 người dường như bị đối sử thiên vị, 1 cặp ngồi kế mình cũng trong tình trạng tương tự. Trong khi đó 1 nhóm 4-5 người order món thì món ăn được làm nhanh và liên tục --- WTF (quá xem thường khách hàng.)

Ốc order 1 đằng đi làm 1 nẻo: ví dụ kêu Ốc bưu hấp sả mà đem ra ốc bưu nướng tiêu....không ngon như lời quảng cáo và nhận xét của 1 số bạn....

Sẽ không bao giờ quay lại.
Xem thêm",27/11/2017 11:20,Lẩu Nướng
10178,Há Cảo - Phá Lấu Bò Marie Curie,"RẤT NGON!!!
Phá lấu ở đây rất tuyệt vời, nước dùng đậm đà, béo ngậy. Phá lấu mềm, không hôi, không dai. 
Mình thường hay gọi thêm há cảo chiên ăn kèm, nước tương ăn chung không mặn không ngọt, nói chung là vừa ăn. Mình còn hay xin thêm nữa.",20/05/2018 7:03,
4067,Bready Bánh Mì Tươi - Burger Đĩa Bay - Bà Huyện Thanh Quan,"Quá tệ
Nếu được, mình sẽ tặng cho Bánh mì tươi Bà Huyện Thanh Quan này không điểm và một chữ TỆ, xem thường khách hàng
Vào ngày 25/07/2017 khoảng 9h15 phút sáng mình có ghé bánh mì tươi Bà Huyện Thanh Quan dùng bữa sáng. Sau đó khi về, mình có ghé qua quầy bánh và muốn mua một số bánh Macaron về đãi bạn. Khi mình định gọi nhân viên bán bánh thì có vài người khách vào sau mình. Thế là hai nhân viên này chỉ lo bán cho những người khách kia mà không thèm bán cho mình. Ban đầu mình cứ tưởng họ không thấy mình. Một lát sau một bạn nhân viên khác đi ra, cũng chẳng thèm quan tâm đến mình mà bán cho một cô tới sau. Sau khoảng hơn 5 phút mình gọi thì một bạn nhân viên bắt đầu lên tiếng với vẻ mặt nhăn nhó khó chịu : Anh chờ một chút đi., cũng không thèm nhìn vào mặt mình như kiểu khinh bỉ mình. Giờ mình bik là họ đã nhìn thấy mình mà không thèm quan tâm thì đúng hơn.
Xin cho hỏi nếu mình đến trước thì mình phải chờ người đến sau mua mình mới được mua. Bộ mình là ăn xin chầu chực thức ăn của các người chăng ? Mình không thể hiểu nổi Bánh mì tươi có cái lý thuyết nào là người đến trước kẻ đến sau không hay người nào nhìn sang trọng thì bán cho người đó trước vậy ? Cách hành xử như vậy đã khiến mình cảm giác bị xúc phạm. Nếu mình hành xử chợ búa thì cách hành xử kiểu đó của bạn nhân viên đá bị mình cho một cú vào mặt rồi nhé. Nhưng mình lựa chọn cách bỏ đi và hứa sẽ không bao giờ quay trở lại Bánh mì tươi nữa.
Quá tệ hại
Xem thêm",25/7/2017 9:41,Lẩu Nướng
13800,Nineteen Buffet Restaurant - Caravelle Saigon,"Tệ
Không tôn trọng khách hàng",28/10/2020 22:09,
13403,Hải Sản Maria Saigon,"K ghé nữa, k tốt
Mình vô gọi món miến, rau xào và tôm, nhưng chỉ mới chụp có hai món thôi.
Miến ăn tàm tạm, k có gì đặc biệt, rau xào tự xào ở nhà còn hơn!
Về tôm thì làm chưa kĩ, tôm k tươi! Chất lượng hải sản có hơi kém!
Nói chung sẽ k ghé nữa!",8/10/2016 20:18,Âu
8085,Oscar Saigon Buffet - Nguyễn Huệ,"Món ăn ngon, nhân viên thân thiện
Công ty mình tổ chức tiệc sinh nhật ở đây nên mới có dịp đến đây. Ban đầu, ấn tượng đầu tiên là giữ xe hơi bị cực, ăn ở số 68 Nguyễn Huệ mà giữ xe tận số 38 rồi đi bộ lại. :( thêm ông giữ xe ba gai nữa nên hơi bị khó chịu.

Nhà hàng nằm trên lầu 11, bấm thang máy đi lên, view đường Nguyễn Huệ đẹp miễn chê luôn. :)) thích lắm ý, sống ảo chất thôi rồi.

Buffet ở đây cá nhân mình thì thích mấy món salat nhất, ăn ngon mà đậm mùi dầu giấm, có cả salat để riêng từng loại và từng sốt để mình tự lựa chọn nữa. Đồ nướng thì có sò dẹo, hàu, tôm nướng, nhưng vì vừa nướng vừa ăn cho nóng nên số lương hơi bị giới hạn xíu và phải chờ hơi lâu. :)) có cả bánh khọt, bánh xèo, bún sườn non, ốc len béo nhưng không ngọt, nghêu hấp thái cay nhưng cũng hơi thiếu ngọt, ốc bươu, gà, ếch sốt chanh dây, gà hấp, đồ chiên như chả giò, càng ghẹ, sò điệp, bánh bèo, bánh nậm, bánh đúc thịt...

Không gian thoải mái nhưng do công ty mình còn đặt thêm sân khấu nữa nên cảm giác như bị chia ra làm 2 phần hoàn toàn. 

Nhân viên nhanh nhẹn, dọn dẹp, phục vụ này kia khá ok. :) không có gì phải phàn nàn
Xem thêm",15/05/2017 21:54,Âu
15150,Square One - Park Hyatt Saigon,"Square One - Park Hyatt Saigon
Rất ưng ý 😄😄",2/11/2023 12:44,
9693,Dì Lan - Cacao Dừa,"Dì Lan - Cacao Dừa
Nghe danh cacao dừa dì lan đã lâu nay mới được thưởng thức thật không bõ công đi xa.tối mát tự nhiên nhớ đến món này. Dừa lạnh lạnh trộn đều chung với cacao ngon nè. Hơi béo béo 1 tí thôi mà uống lạnh thì không bị ngấy đâu. 
Giá chỉ có 15k mà được nguyên ly đầy vầy",22/05/2018 21:35,
6485,Hương Rừng Buffet,"Hương Rừng 1 - Buffet
Chắc do mình kén chọn chứ mình thấy ăn buffet ở đây bình thường...nhân viên phục vụ hơi kỳ kỳ sao á...ko cười gì cả...chủ yếu là có cua tươi...",10/06/2014 2:46,Âu
389,Dynasty House - HongKong Dimsum & Hotpot,"Cần bán voucher 10 trieu - Dũng 0939413166 (có Zalo)
Mình cần bán voucher 10 trieu
Ai cần liên hệ mình Dũng: 0939413166 (có Zalo)",17/1/2023 13:28,
12006,Dì Hồng - Bánh Tráng Cuốn Chấm Me - Đồng Nai,"Dì Hồng - Bánh Tráng Cuốn Chấm Me - Sư Vạn Hạnh
Đây có lẽ là quán bán nhiều loại bánh tráng lạ nhất mà mình từng ăn. Có vài món nghe có vẻ kì kì nhưng ăn thì ngon lắm luônnnn. Bánh tráng ở đây mềm dẻo lắm chứ không cứng khô như loại thường đâu. Quán mới dời đia chỉ về đây, hơi khuất sau cột điện 1 tí nhưng ko gian thì rộng rãi, mấy bạn chạy hẳn xe vào trong để ko tốn phí gưi xe nè . Món phục vụ nhanh nữa. 
Bánh tráng chấm muối ớt xanh, bánh tráng cuốn chấm bơ muối ngon lắm lắm highly recommend neeeee 
Cứ tưởng ăn vặt chơi chơi, ăn vào ngon qá kêu hồi thành ra no luôn 😂😂",29/04/2018 19:50,Bánh Tráng
7271,Dookki Việt Nam - Lẩu & Buffet Tokpokki - Lotte Mart Tân Bình,"Dookki Việt Nam - Lẩu & Buffet Tokpokki - Lotte Mart Tân Bình
Good ! I’ll be back 😋😋",16/05/2019 20:09,
