,STORE_NAME,DATE,DATETIME,CATEGORY,REVIEW_RAW
517,Dookki Việt Nam - Lẩu & Buffet Tokpokki - Lotte Mart Tân Bình,03/2019,24/03/2019 21:17,Âu,"Cũng tạm !
Phải tự nấu nước lẩu nên ko thấy ngon lắm, mình làm thấy no ngọt qá, mà cho thêm sôt cung vẫn thây ngọt . Phai chi nước lẩu pha sẵn thì dễ hơn. Ăn món gì cũng phải tự nấu lên, hơi phức tạp 😂"
518,D'Maris - Buffet Cao Cấp - Parkson Cantavil,02/2020,25/02/2020 13:31,Âu,"Phù hợp sống ảo
Khung cảnh đẹp, đồ ăn nhiều & hoành tráng lắm... Nhưng không ngon, đồ ăn chế biến sẵn, cứng, khô và quá mặn.. Tất cả các món chính như Tôm, Cua, Bò, Gà, Cá... đều dưới mức trung bình... Chỉ có rau trộn các loại và bánh ngọt thì tạm ổn. Lời khuyên chân thành cho đầu bếp Hàn Quốc là cần phải thay đổi nếu muốn giữ khách hàng sành ăn... Sẽ không quay trở lại."
519,D'Maris - Buffet Cao Cấp - Parkson Cantavil,06/2019,6/06/2019 15:06,Âu,"D'Maris - Buffet Cao Cấp - Parkson Cantavil
Hôm nay cùng gia đình dùng buffet trưa. Đồ ăn ngon, đầy đủ, nhân viên nhiệt tình. Gia đình đã có 1 bữa ăn thật ngon. Các em nv còn tìm chỗ cho em bé bú giúp mình, mẹ ăn chay nên vào trông em cũng miễn phí không có phụ phí. Thật sự cảm tình hết sức ❤️❤️❤️"
520,D'Maris - Buffet Cao Cấp - Parkson Cantavil,03/2020,28/03/2020 13:17,Âu,"D'Maris - Buffet Cao Cấp - Parkson Cantavil
Buffet siêu sang chảnh đây rồi. Mình đi vs con bạn vào buổi trưa lên table now đặt bàn vì có ưu đãi, giảm 15% buffet, giá gốc tầm 385k tới gần 500k, tuỳ vào ngày đi
chỗ này so giá vs mấy nhà hàng buffet ở đà nẵng mình từng ăn thì thấy giá cả same same nhau nhưng đồ ăn bên này mình thích hơn, vì nhiều món, nhiều sự lựa chọn, từ khai vị, đến các món thịt hải sản và đặc biệt là quầy dessert, chỉ ước bụng thật to để ăn cho nhiều thôi.
mình có chọn tôm càng xanh, con to ghê, và nhiều nữa, nhân viên full đồ liên tục khi thấy vơi á, cuộn sushi, lo ăn thoi chứ k chụp được chi nhiều
desset cực kì đa dạng, bánh ngon nhé
nhân viên chuyên nghiệp
Xem thêm"
521,D'Maris - Buffet Cao Cấp - Parkson Cantavil,06/2019,4/06/2019 10:57,Âu,"Xịn
Đi 2 lần tối ngày thường, mà lần nào cũng đông. Lần đầu tiên đi rất ấn tượng vì chưa bao giờ bước vô cái buffet nào xịn vậy. Nhưng đi lần thứ hai thì thấy quen rồi, món nào cũng thử rồi nên hết ham.
Các món ăn: Rất rất nhiều, đa dạng, ai mau no như mình là ăn không hết, phải ngồi lâu lâu một chút may ra.
Ẩm thực từ các nước như Hàn, Nhật, Trung, Việt, Tây.
Rất thích quầy sushi, quầy salad, beefsteak. Hải sản thì có tôm càng và ghẹ. Cũng ngon. Có mấy món nhìn cũng bình thường nhưng nem rất vừa ăn như bò hầm, súp kim chi, ramen, súp kem nấm... còn mấy thứ như ếch, vịt xào lăn, sườn heo... không biết có phải do lúc đó no rồi không nhưng ăn thấy bình thường lắm thậm chí dở hơn ngoài bán.
Đặc biệt là quầy TRÁNG MIỆNG. Kem, đá, bào, bánh trái đủ thứ nha. Bánh cheesecake 88 loại luôn ăn không hết. Bánh su, cupcake bánh flan tart này kia nhiều lắm mà cái nào cũng ngon. Muốn hốt hết cái quầy bánh đem về~~ có marshmallow kèm một cái choco fountain siêu đã. 
Nước thì có nước đào, việt quất... nước mía, nguyên máy pha cà phê. Có trái cây tráng miệng. 
Vào ăn xong ra tính tiền. Được vào tham quan.
Nhân viên thì cũng tùy ng thôi nha.
Xem thêm"
522,D'Maris - Buffet Cao Cấp - Parkson Cantavil,02/2019,12/02/2019 20:20,Âu,"Ok
Mình ăn buffet trưa giá 328k. Món ăn nhiều, giá ổn so vs chất lượng. Đặc biệt bò beefsteak cực kì ngon. Ko gian sang trọng, nhân viên chu đáo."
523,D'Maris - Buffet Cao Cấp - Parkson Cantavil,04/2019,21/04/2019 16:55,Âu,"D'Maris - Buffet Cao Cấp - Parkson Cantavil
Được bạn mời ăn sinh nhật ở đây:
Điểm cộng
_ Nhà hàng có không gian đẹp, siêu rộng
_ Đồ ăn,bánh ngọt thì khá là phong phú đa dạng
_ Nhân viên phục vụ thì thân thiện, nhiệt tình
Điểm trừ
_ Đồ ăn tuy nhiều nhưng theo mình thì có quầy sushi là ngon nhất, còn những quầy khác thì tạm được.
_ Bánh ngọt nhiều nhưng hơi ngọt, bánh su thì hơi cứng, bánh plan thì hơi khô ...
_ Buffet cao cấp nhưng nước ngọt thì lại tính tiền, chỉ có tôm càng và không có cua
Xem thêm"
524,D'Maris - Buffet Cao Cấp - Parkson Cantavil,05/2019,3/05/2019 19:28,Âu,"Tốt
Buffet rất nhiều món.Rất ok so với giá vé,mình đặt bàn qua tab nên chỉ 440k 1 người.
Không gian rất thoáng và sang trọng"
525,Cơm Trộn 2 Cô - Xô Viết Nghệ Tĩnh,07/2017,17/07/2017 23:37,Âu,"Lẩu Tokbokki quá ngọt!
Mình đi tầm 5h chiều, quán vắng. Mình gọi 1 phần gà viên mật ong, 1 phần kimbap chiên xù và 1 lẩu tokbokki. Gà viên ngon, mềm, vừa miệng. Kimbap ăn được nhưng hơi ngán. Món sai lầm nhất là lẩu tokbokki, lẩu có xúc xích, chả cá, mì, hoành thánh, trứng, bánh gạo. Theo cảm nhận của mình, lẩu tuy nhiều nhưng nước lẩu ngọt quá. Ăn ngán luôn. Giá nước ở quán khá cao. 1 chai nước suối 10k. Bù lại giữ xe miễn phí. Không gian quán có hơi cũ. Lúc mình đi ăn có 2 đứa nhỏ chắc là con hay cháu của quản lý gì đấy chạy giỡn um sùm. Tổng bàn ăn 251k. Nhìn chung, đồ ăn ở mức tạm được. Có dịp sẽ ghé lại."
526,Cơm Niêu Thiên Lý - Cửu Long,03/2019,21/3/2019 0:17,Âu,"Ăn 1 lần rồi thôi
Cơm thì nguội, không dẻo như cơm niêu
Có bóp kho thì 80k nhưng chỉ có lát nhỏ xíu, còn lại toàn thịt heo, mặn, không tươi
Canh cải thì giống như kiểu thịt heo luộc cho thêm cải và bột nêm vậy, không có gia vị gì hết
Còn nhân viên thì có vẻ hơi khinh khách hàng"
527,Continental Palace Saigon Buffet,05/2015,31/05/2015 15:09,Âu,"Continental Palace Saigon Buffet
Lần mình đến đây là trong tiệc Christmas vừa rồi, mọi thứ đều rất hoàn hảo. Dàn đồng ca hát rất hay, tiệc buffet với những món ăn đẳng cấp 5 sao. Trang trí cực kì hoành tráng xứng đáng với 1 buổi party cuối năm."
528,Chú Tèo Buffet Nướng 99K - 320 Tân Kỳ Tân Quý,06/2018,12/06/2018 23:16,Âu,"Ngon và hấp dẫn quá
Vừa rồi có đãi tiệc snhật của nhóm bạn ở đây. Mình thấy rằng tổ chức ở đây rất hợp với sinh viên các bạn nhé. Khung cảnh trang trí cũng khá công phu, điểm + cho phần đồ ăn, rất nhiều loại đồ ăn tha hồ lựa chọn mình thì đồ ăn nhanh đến món thịt hay hải sản gì đều làm rất ok, tuy nhiên phục vụ có vẻ hơi căng 1 tí không hào hứng lắm.("
529,Chú Tèo Buffet Nướng 99K - 320 Tân Kỳ Tân Quý,01/2019,14/01/2019 22:40,Âu,"Giá bình dân, rất hợp lý
Quán này đi được 1 lần rồi, thấy cũng oki nên quay lại. Đồ ăn rẻ phù hợp túi tiền. Giá vé 99k chưa thuế, nước tầm 17k, gửi xe 5k. Dị chi 1 người khoảng 135k. Món ăn ướp ngon, vừa miệng, do hải sản lên ít nên phải chen nhau lấy, thức ăn trên line chủ yếu là thịt heo, thịt gà,cá, bò , rau củ, …. Với mấy món chín, tráng miệng có trái cây, chè, bánh. Do rút kinh nghiệm từ lần 1,lần này mình đi sớm nên ăn cũng được nhiều. Với giá như vậy mà ăn được vậy thì mình thấy cũng được."
530,Chilli - Lẩu Nướng Tự Chọn,04/2018,11/4/2018 13:15,Âu,"Khuyến mãi lẩu bạch tuột 229k giảm còn 99k
Thấy trên foody quán này có chương trình khuyến mãi từ 9/4 ->11/4 lẩu bạch tuột khổng lồ giảm từ 299k còn 99k nên mình đi thử. Đi tìm quán hơi khó khăn 😭 do địa chỉ lung tung hết trơn á. Không gian thì kiểu lề đường thôi. Lẩu ăn cũng ok nhưng mà hông có rau nên ăn mau ngán lắm. Bạch tuột to quá trời. Trong lẩu có các loại nấm (kim châm,...), kim chi, tokbokki với cải,... Mình đi 2 người ăn mà nhiều quá ăn không hết luôn á. Nhân viên cũng vui vẻ, nhiệt tình. Mình gọi thêm lon 7up (15k). Tổng thiệt hại 144."
531,Chilli - Lẩu Nướng Tự Chọn,06/2019,26/6/2019 14:52,Âu,"Chilli - Lẩu Nướng Tự Chọn
Quán này ngon, luôn nằm trong sự lựa chọn của mình. Quay lại bao nhiêu lần vẫn ngon. Đang có khuyến mãi lẩu hàu 99k nhưng chất lượng vẫn rất ổn (23-25/6)
+Bò cuộn kim châm 59k: 6 cuộn, thịt bò dày, ướp rất thấm
+Bạch tuột nướng 59k: rất nhiều, cũng được ướp sốt riêng luôn nhưng nhìn chung ăn không khác lắm
+Lẩu hàu 199k (giảm còn 99k): không bàn cãi, chuyên nghiệp, chuẩn bị sẵn vì đang giảm giá nhưng chất lượng hàu vẫn rất ok. 1 nồi ăn không nổi luôn
Giữ xe bên lộ không tính phí
Xem thêm"
532,Chilli - Lẩu Nướng Tự Chọn,04/2018,9/4/2018 22:01,Âu,"Chilli - Lẩu Nướng Tự Chọn
Đi có 3 người thoyy mà lỡ kêu nhiều quá, mình kêu món nướng, dừa hoả diệm sơn, hàu né và lẩu, không có khuyến mãi, tính thêm nước là 540k 3 người, phục vụ chu đáo, quán siêu đông luôn, thích nhất cái hàu né í, có 2 con hàu siêu múp, ít nhưng ngon, lẩu mình kêu cấp độ 3, nước khá đậm đà, lẩu 200 k do mình đi ko trúng ngày khuyến mãi, nướng thì mình thấy cái tôm sốt Ấn, thấy gia vị nêm đậm đà lắm, nhiều hành tỏi, vú heo và bò cuộn nấm ổn(59k)."
533,Chilli - Lẩu Nướng Tự Chọn,03/2018,20/3/2018 15:40,Âu,"Chilli - Lẩu Nướng Tự Chọn
Tối hôm trước đi ăn với bạn, mình order món lòng non chiên và lẩu bạch tuộc. hai đứa ăn mà no căng tròn bụng. Quán có mấy chi nhánh trên đường Vĩnh Khánh mà lúc nào cũng đông kín người. Bọn mình may mắn tới đúng lúc có bàn vừa rời đi xong, không chắc ăn đứng quá :)) Lòng non chiên khá ngon, giòn, nóng hổi. Khi mình nhìn thấy lẩu bạch tuộc thì.. OMG.. con bạch tuộc nó to bằng cái nồi lẩu luôn ấy, ăn ngập mồm hai đứa. Nêm nếm nước lẩu khá ngon. Bạn mình không ăn được cay nên thấy nước lẩu hơi cay so với khẩu vị của bạn ấy, nhưng với mình thì vừa. Nồi lẩu đầy đủ nấm, váng đậu, tôm,.. Điểm trừ là mấy bạn phục vụ chắc do quán đông khách quá nên hơi lơ đễnh một chút. Mang ra 2 cái chén mà không có đũa. Rồi quên không mang vá múc lẩu với kéo để cắt bạch tuộc :(
Xem thêm"
534,Chilli - Lẩu Nướng Tự Chọn,02/2018,4/2/2018 19:29,Âu,"Chủ Nhật Cùng Gia Đình
Cuối tuần cùng gia đình tại một quán ăn bình dân tại đường Vĩnh Khánh Quận 4.
Hôm nay cuối tuần quán khá đông, nhân viên phục nhanh - nhiệt tình.
Đánh giá về chỗ ngồi: Thoáng mát:
Món ăn ngon tuyệt, giá cả vậy là ok rồi .
Lẩu hàu kim chi thì ngon, nước lẩu đậm đà, nhiều đồ ăn đi kèm, có rau, nấm, 2 trứng gà, 8 con hàu mập ú, mì gói hàn quốc… Nói chung là khá chất lượng."
535,Chilli - Lẩu Nướng Tự Chọn,04/2018,9/4/2018 0:33,Âu,"Bình dân????
Quán ngay đg Vĩnh Khánh toàn những lẩu vs hải sản. Chỗ bọn mình ngồi ngay gần đg. Đối diện quá trà sữa j đó.
Tụi mình ăn 1 lẩu hàu 1 mì xảo hải sản 1 sụn gà phô mai 2 bún thêm 4 nc ngọt 
Lẩu hàu 199k đc 8 con hàu 2 cái trứng 1 gói mì và đĩa rau như hình . Tụi mình gọi thêm 2 dĩa bún nữa. Nồi lẩu này mình thấy tạm okie
Sụn gà rang phô mai. Dĩa đó hình như 59k mà nói thật bê ra mình tưởng mag nhầm. QUÁ QUÁ ÍT Mình cũng k hiểu sao ngta mang đĩa đó ra đc. Trông như mấy miếng tóp mỡ vậy khô quắt queo . Lại còn ra đầu tiên nữa chứ. 
Dĩa mỳ 79k đc 2 tôm 1 miếng đuôi mực vài cục bò viên chắc khoảng 1-2 gói mì (mình đoán mì gói giấy) còn lại là rau. Nêm nếm thì okie nhưng 79k cho dĩa mỳ vậy thật quá đáng
Mình chưa ăn đồ nướng nên k biêt giá sao nhưng vs 419k này tụi mình có thể đến chỗ khác ăn nhiều hơn và ngon hơn
Mấy anh trông xe thì dữ dằn mình vừa ra đã la lên đi mau, nói nhẹ nhàg k đc sao.

Điểm cộng duy nhất là a phục vụ trong quán nhiệt tình dễ thương
Xem thêm"
536,Chilli - Lẩu Nướng Tự Chọn,01/2018,16/1/2018 15:22,Âu,"Tạm được
ĐÚNG TÍNH CHẤT LÀ HÌNH ẢNH CHỈ CÓ TÍNH MINH HOẠ. 😂
Mình gọi 1 set hàu, 2 lạng crawfish, 1 lẩu hải sản, 1 bạch tuột.
Hàu thì ăn ngon, crawfish nêm nếm ngon nhưng tôm thì k tươi ( tiền nào của đó), bach tuột nướng có mấy lát monge, lẩu hải sản thì ăn tạm được.
Nói chúng là không bao giờ ghé lại."
537,Chilli - Lẩu Nướng Tự Chọn,10/2018,17/10/2018 19:35,Âu,"Chilli - Lẩu Nướng Tự Chọn
Mình ăn ở đây cũng nhiều lần, hnay quán có khuyến mãi lẩu hàu kimchi 99k nên ghé ăn luôn phần cũng gần nhà nữa. Quán đã cải thiện hơn trc nhiều dọn dẹp sạch sẽ, do lúc trc nhân viên ko quét dọn cộng thêm hẻm kế bên ổ gà ổ dzoi nước đọng vũng nên nhìn rất dơ, bây giờ sạch đẹp rùi, mà có điều ngồi gần mấy bàn ăn món nướng khói dữ lắm 😉 mình biết đến quán là qua món lẩu hàu kim chi nước lẩu chua cay thanh nhẹ chứ kphai chua cay kiểu Thái nhen, ăn kèm rau nấm, 8 con hàu chà bá lửa, 2 trứng gà, 1 gói mì Koreno, ăn ngon lắm luôn mng ơi, ngoài ra muốn gọi thêm hàu ăn lẩu thì 18k/con nha. Nay quán nâng cấp menu có nhiều món lạ mà nhìn hấp dẫn lắm, mình gọi gỏi tôm sống sốt Thái, đầu tôm chiên giòn chấm muối ớt xanh, thịt tôm trộn với cà rốt, củ hành trong nước gỏi chua thiệt chua, cay thiệt cay, nồng thiệt nồng ta nói ăn 1 dĩa nó hong có đủ 🤣 nấm xào thập cẩm gồm nấm đùi gà, nấm bào ngư, nấm đông cô, rồi nấm gì nữa quên mẹ nó tên rồi, cà rốt xào thiệt nhiều tỏi chấm nước tương ớt xắt đơn giản dị hoy mà 2 người ăn 5p sạch bách :)) tổn thất 286k gồm nước, khăn luôn. Nhân viên bàn mình đẹp try, dễ thương, lanh lẹ dễ sợ, thích gê.
Xem thêm"
538,Chilli - Lẩu Nướng Tự Chọn,12/2017,20/12/2017 23:07,Âu,"Đồ nướng ngon
Có món trái dừa nướng nên ăn thử mà thấy cũng được chứ không đặc sắc lắm, nhìn vậy thôi chứ ở bên trong không nóng, nói chung là ăn cũng vừa miệng. Lẩu thì nghe nói lẩu sá sùng ngon mà hết rồi nên kêu lẩu thái nấm, lẩu thì tạm được, không ngon lắm, rau nấm không tươi. Chủ yếu là mình ăn món nướng, món nướng thì ướp rất ngon, sốt đậm đà, rất nhiều loại đồ nướng
Không gian thoáng, có điều đồ nướng do sốt nhiều nên khói nhiều, phục vụ nhiệt tình, đồ ăn hơi ít, rau thì nhiều, nhưng với giá đó thì cũng không đòi hỏi hơn"
539,Cheep Eats - Seafood BBQ Buffet - Sư Vạn Hạnh,01/2019,9/01/2019 19:50,Âu,"Cheep Eats - Seafood BBQ Buffet - Sư Vạn Hạnh
Bạn mình ăn cheep eat cũng nhiều lắm rồi. Người khen cũng có, chê cũng có luôn. Nay mới có dịp đi ăn thử xem sao.
Đồ ăn đa dạng từ thịt heo, thịt bò hải sản. Gia vị thấm đều miếng thịt haz. Nước sốt chấm cũng khá ổn. Ngoài ra có các loại pancha ăn kèm nữa.
Khá hài lòng về buổi tối."
540,Cheep Eats - Seafood BBQ Buffet - Sư Vạn Hạnh,03/2021,3/03/2021 16:39,Âu,"Cheep Eats - Seafood BBQ Buffet -***
ĐỪNG BAO GIỜ ĐẾN QUÁN NÀY ĐỂ ĂN UỐNG !!!!
Đầu tháng đi ăn cùng với vài chị đồng nghiệp ở quán SUGOI lẩu mà lên lầu thấy có mỗi quán này mở cửa bật đèn sáng trưng thế cứ tưởng là đúng quán rồi, vô thì gặp nhân viên coi thường khách không ra gì mình ngồi đó gần 30p cũng không hề tới hỏi thăm đi bao nhiêu người hay như thế nào NÓI CHUNG LÀ CÁI CÁCH PHỤC VỤ CỰC KÌ TỆ, vì không để ý và đói quá rồi cứ định bụng là quán lẩu thì mua luôn vé buffet nướng ??? đồ ăn tạm không ngon, không tươi và đương nhiên không có nhiều sự lựa chọn như những nhà hàng buffet khác, máy lạnh bật cũng như không còn hút khói thì lúc bật lúc tắc.. quá chán với nhà hàng như vậy. Bảng nhà hàng vừa bước vô thì để là SUGOI nhưng vô ăn do không để ý thì ăn nhầm cái nhà hàng Cheap Eat này.. và sau đó cũng biết là nó chung với nhau nên dù có cái SUGOI có ngon đến mấy thì cũng sẽ không bai giờ quay lại chỗ này để dùng 1 lần nào nữa. !
Xem thêm"
541,Cheep Eats - Seafood BBQ Buffet - Sư Vạn Hạnh,02/2020,21/02/2020 16:39,Âu,"Ướp các món vừa ăn - Không phục vụ lẩu nữa
Cheep Eats nằm đối diện bệnh viện 115 cũng dễ tìm. 
Gửi xe 7.000₫/ 1 chiếc
BBQ nằm ở lầu 1 nè, mình đến quầy sẽ có nhân viên phục vụ, tính tiền trước và nhân viên sẽ đeo dây màu vàng Cheep Eats vào tay mỗi người. Nhóm mình đi lúc 11:30 trưa thứ 6 gồm 6 người trong đó có 2 vé học sinh. Tổng 6 vé và kèm phí phục vụ + khăn giấy luôn là 1.092.000₫. Tính ra chỉ 182.000₫ / 1 người khá là rẻ. Nhóm mình đi chủ yếu ăn thịt heo, bò, bạch tuộc, mực, sò nên các món bên quầy line hầu như không nếm qua thử. 
Có món cá lăn bột chiên xù mấy đứa em mình nói ngon mà đến lúc mình ăn thì đã đem xuống rồi mà cũng không thấy refill. Quay lại vấn đề chính là thịt, nhóm mình ăn no ngập mặt luôn ý, thịt tươi, mềm, sốt ngon đậm đà. Những con sò cũng mập ú ù u luôn nè. Chắc do mình đi buổi trưa thứ 6 và cũng đang mùa dịch nên quán rất ít khách tầm 5 - 6 bàn là có khách. Chắc vì vậy mà phục vụ nhanh ân cần, lên món cũng nhanh nữa.
Xem thêm"
542,Cheep Eats - Seafood BBQ Buffet - Sư Vạn Hạnh,04/2019,10/04/2019 23:38,Âu,"Ổn trong tầm giá nhưng chỉ nên ăn đồ nướng
Với mức giá >200k, lúc trước là 199k, hiện thêm 5k phí phục vụ là 204k nhưng vẫn khá rẻ so với mặt bằng buffet lẩu nướng ở TPHCM. Vừa ăn về làm phát review, đó giờ mình hay ăn bên chi nhánh Nguyễn Trãi, nay đi làm tiện ghé SVH ăn thử. 
Quán mới khai trương tháng 11 năm ngoái nên còn mới, chén đĩa cũng đẹp, ly uống nước cũng đẹp hơn bên chi nhánh NT, ở đây ăn ngày thường buổi tối vẫn không bị hết bàn. Không gian thoáng hơn và có món sushi làm khai vị. Thịt bò ở đây ổn, cắt lát hơi mỏng, 1 phần gọi ra khá ít nên gọi 2-3 đĩa ăn cho sướng :V Đồ nướng ở đây ok, line buffet ít nhưng được cái vừa có nước uống vừa có chè, salad và khai vị lẫn món cơm/mì có đủ.
Tuy nhiên lẩu ăn chán, gọi nước kim chi mà ra nước gì không nghe mùi kim chi mà mùi như lẩu thái :v đi ăn với bạn mỗi bạn mình ăn và chê, mình thì nghe mùi đã không thích nên không thử.
Vệ sinh không sạch sẽ được như các nhà hàng King's bbq, Sumo bbq nhưng chưa đến nỗi nhớp nháp, nhân viên nhiệt tình vui vẻ. Lúc charge thẻ thẻ mình bị lỗi chị quản lý sẵn sàng hỗ trợ chuyển tiền thanh toán hộ.
Giữ xe nghe đồn 10k, mình có uống Ntea nữa nên chỉ nói uống nên còn 5k :v
Xem thêm"
543,Cheep Eats - Seafood BBQ Buffet - Sư Vạn Hạnh,12/2018,29/12/2018 16:44,Âu,"Cheep Eats - Seafood BBQ Buffet - Sư Vạn Hạnh
Coi cũng nhiều review trên Foody dữ lắm nên nhóm mình quyết định đi ăn thử xem sao. Nói chung mình thấy ok lắm mà sao nhiều bạn chê ta @@
Nhân viên phục vui dễ thương lắm luôn á.
Đồ ăn tươi ngon nè. Đầy đủ các loại thịt luôn. Nào là thịt gà, thịt heo thịt bò. Cuối tuần cả đám ra đây ăn no nê hết xí quách hihi"
544,Cheep Eats - Seafood BBQ Buffet - Sư Vạn Hạnh,11/2019,24/11/2019 23:41,Âu,"Cheep Eats - Seafood BBQ Buffet -***
*** vị trí: chung với tòa nhà của Sugoi luôn nè, mà có vẻ như h mình thấy Sugoi độc chiếm luôn rồi í
*** không gian: đèn vàng ấm áp, ko phải kiểu mờ mờ nên cũng đc, chỗ ngồi cũng thoải mái cho nhóm 2-4 người chớ đi đông thì có vẻ cũng hơi khó à nha
*** chất lượng: cũng khá ổn với giá ko đến 200k mà có đầy đủ nước lẩu nướng tráng miệng chè kem đủ thứ luôn á, thích gì cứ đến quầy lấy. Quán thỉnh thoảng cũng order lộn món nhưng ko nhiều. Thịt có khoảng 5 loại sốt, sốt tiêu hơi cay nha. Nước chấm cũng có nhiều loại lắm luôn"
545,Cheep Eats - Seafood BBQ Buffet - Sư Vạn Hạnh,03/2019,2/03/2019 8:17,Âu,"Tệ. Thất vọng
Trưa nắng chạy trên đường SVH tìm gì ăn, vô tình thấy quán có chi nhánh ở đây nên quẹo vô lun. Cheap eat mình cũng nghe tiếng nhiều nhưng nay mới có dịp zô ăn.
Quán nằm trên lầu, ở dưới hình như là quán cafe đang sửa chữa. Đi lên lầu đến nhà hàng mình thấy nghi nghi rồi, hk thấy vó miếng mấy lạnh lun nhưng nghĩ chắc máy lạnh đặt ở trong nên cũng hk quan tâm, đứng đợi mua vé luôn.
Mình đi trưa t6 169k/ng đã bao gồm nước, xài khăn lạnh thêm 2k. Mình trả bằng thẻ atm bị thu thêm phí 1% . Ok hk sao. Đeo vòng tay các kiểu rồi vào trong thì nóng kinh khủng khiếp 😓😓 nghĩ như thế nào mà ăn lẩu và đồ nướng mà hk có máy lạnh giữa thời tiết này nữa. Trong nhà hàng có vỏn vẹn duy nhất 1 cái quạt 🙄🙄🙄 lỡ dại rồi thì chịu.
Menu 169k có bò, heo, hải sản hk phong phú lm thôi. Nhưng cheap mà hk đòi hỏi thêm. Mình với nhỏ bạn gọi đồ ăn, trong lúc đợi có quầu bf salad, mấy món khai vị, rau nấm.. Bình thường lắm chẳng hứng thú chụp hình lại luôn :( đồ ăn trên quầy bf cũng hk đc nóng nữa, lấy đồ ăn mang ra bàn là nguội liền lun, hỏi nv thì nv bảo muốn nóng thì bỏ lên vỉ nướng làm nóng lại😳😳 đồ ăn mình gọi để nướng 1 khay tầm 4 miếng, bò dai kinh thủng, nhai hk nổi lun :( thịt heo, hải sản tạm ổn, vây cá hồi ok, bao tử cá bị đắng. Đang ngồi nướng thì nv báo gọi lẩu chứ 1:15 là hk đc gọi nữa. Mình gọi lẩu tomyum. Trời, tomyum chua cay gì mà nước lẩu trắng nhách hk có gì hấp dẫn :( 15' tiếp nv báo last order, 15' nữa tắt hết đèn, dẹp quạt luôn trong khi lúc đó còn bàn mình và 1 bàn 4 khách đang ngồi ăn :( không hiểu nhà hàng này kiểu gì nữa, phục vụ khách hàng kiểu như coi thường như vậy.
Đúng với câu tiền nào của nấy luôn, thật sự quá thất vọng. Kinh doanh mà coi thường khách hàng như vậy 😡😡😡 Đây coi như là lần cuối cùng mình ăn ở đây
Xem thêm"
546,Cheep Eats - Seafood BBQ Buffet - Sư Vạn Hạnh,09/2019,15/09/2019 20:20,Âu,"Không ổn!!
Mình ấn tượng quán, nhưng toàn ấn tượng xấu:
Ấn tượng ban đầu là chỗ ăn ở tầng 1 của 1 toà nhà, nhưng phải đi lên lầu từ toà nhà kế bên. Cách bố trí khá lạ.

Ấn tượng 2 là sau khi lễ tân gài vé buffet lên tay mình, họ chỉ đơn giản chỉ mình tới bàn 1 cách chung chung, không nói rõ hàng nào, bàn thứ mấy, trong khi bàn nào cũng có người nên không nhìn rõ đám bạn đang ngồi đâu.

Ấn tượng 3 là quầy buffet lúc nào cũng đông, tới độ sushi lúc nào cũng hết sau khi chớp mắt, tụi mình sau khi ăn no nê, về mới thấy được lần đầu chứng kiến đĩa sushi.

Nhưng ấn tượng lớn nhất là khi ngồi vào bàn, quán yêu cầu trả tiền cho bàn đặt chỗ, thay vì khi tiệc tàn mới tính tiền. Do bạn mình có 1 đứa hủy hẹn phút chót, không biết vụ trả trước nên phải trải 6 vé buffet (200k/người) dù chỉ có 5 miệng ăn.
Xem thêm"
547,Cheep Eats - Seafood BBQ Buffet - Sư Vạn Hạnh,01/2019,23/01/2019 18:23,Âu,"Cheep Eats - Seafood BBQ Buffet - Sư Vạn Hạnh
Buffet chất lượng giá bình dân nè. Nói chung rất ổn luôn á. 
Nhân viên phục vụ bàn mình rất dễ thương nha.
Thịt bò mềm như tan trong miệng, hải sản cũng ngon nữa.
Giá cả hợp lý nha.
Nhất định sẽ ghé nữa"
548,Cheep Eats - Seafood BBQ Buffet - Sư Vạn Hạnh,01/2019,8/01/2019 16:20,Âu,"Cheep Eats - Seafood BBQ Buffet - Sư Vạn Hạnh
Lần đầu ăn buffet ở cheep eats luôn nè. Đồ ăn ngon, chất lượng ha. Hải sản tươi lắm. Nói chung mình đi với gia đình ai cũng hài lòng hết nha. 
Nhất định lần sau sẽ ghé lại"
549,Cheep Eats - Seafood BBQ Buffet - Sư Vạn Hạnh,12/2018,21/12/2018 14:47,Âu,"Cheep Eats - Seafood BBQ Buffet - Sư Vạn Hạnh
Buffet chất lượng giá sinh viên nha các mẹ. Chỉ áp dụng từ 11 -14h thui à. Hôm rồi đi học về cả đám tấp vào đây ăn no nê ư hự. 
Giá sinh viên nhưng chất lượng không tệ xíu nào. 
Anh chị phục vụ nhiệt tình lắm nha. 
Thịt ngon nè, ướp gia vị vừa miệng nữa. Cuối tuần này sẽ rủ cả nhà ghé đến típ ủng hộ hihi"
550,Bún Đậu Homemade - Hồng Hà,11/2018,21/11/2018 16:50,Âu,"Lẩu ngon
Quán này rất chất lượng, món nào cungz ngon. Mình hay đến ăn bún đậu nhưng hôm nay thử lẩu. Lẩu này cho 4 người ăn nên tầm 400k total nhưng mình thấy rất đáng tiền. Thịt nhiều, đậu nhiều, nguyên 1 chén riêu luôn, có thể bỏ hết vô nồi hoặc bỏ ra chén, béo ngậy.
Điểm ko hài lòng duy nhất của quán này là gửi xe và băng qua đường quá đông."
